text;Jenis Asli;06/01/2020 - 12/01/2020;13/01/2020 - 19/01/2020;20/01/2020 - 26/01/2020;27/01/2020 - 02/02/2020;03/02/2020 - 09/02/2020;10/02/2020 - 16/02/2020;17/02/2020 - 23/02/2020;24/02/2020 - 01/03/2020;02/03/2020 - 08/03/2020;09/03/2020 - 15/03/2020;16/03/2020 - 22/03/2020;23/03/2020 - 29/03/2020;30/03/2020 - 05/04/2020;06/04/2020 - 12/04/2020;13/04/2020 - 19/04/2020;20/04/2020 - 26/04/2020;27/04/2020 - 03/05/2020;04/05/2020 - 10/05/2020;11/05/2020 - 17/05/2020;18/05/2020 - 24/05/2020;25/05/2020 - 31/05/2020;01/06/2020 - 07/06/2020;08/06/2020 - 14/06/2020;15/06/2020 - 21/06/2020;22/06/2020 - 28/06/2020;29/06/2020 - 05/07/2020;06/07/2020 - 12/07/2020;13/07/2020 - 19/07/2020;20/07/2020 - 26/07/2020;27/07/2020 - 02/08/2020;03/08/2020 - 09/08/2020;10/08/2020 - 16/08/2020;17/08/2020 - 23/08/2020;24/08/2020 - 30/08/2020;31/08/2020 - 06/09/2020;07/09/2020 - 13/09/2020;14/09/2020 - 20/09/2020;21/09/2020 - 27/09/2020;28/09/2020 - 04/10/2020;05/10/2020 - 11/10/2020;12/10/2020 - 18/10/2020;19/10/2020 - 25/10/2020;26/10/2020 - 01/11/2020;02/11/2020 - 08/11/2020;09/11/2020 - 15/11/2020;16/11/2020 - 22/11/2020;23/11/2020 - 29/11/2020;30/11/2020 - 06/12/2020;07/12/2020 - 13/12/2020;14/12/2020 - 20/12/2020;21/12/2020 - 27/12/2020;28/12/2020 - 03/01/2021;04/01/2021 - 10/01/2021;11/01/2021 - 17/01/2021;18/01/2021 - 24/01/2021;25/01/2021 - 31/01/2021;01/02/2021 - 07/02/2021;08/02/2021 - 14/02/2021;15/02/2021 - 21/02/2021;22/02/2021 - 28/02/2021;01/03/2021 - 07/03/2021;08/03/2021 - 14/03/2021;15/03/2021 - 21/03/2021;22/03/2021 - 28/03/2021;29/03/2021 - 04/04/2021;05/04/2021 - 11/04/2021;12/04/2021 - 18/04/2021;19/04/2021 - 25/04/2021;26/04/2021 - 02/05/2021;03/05/2021 - 09/05/2021;10/05/2021 - 16/05/2021;17/05/2021 - 23/05/2021;24/05/2021 - 30/05/2021;31/05/2021 - 06/06/2021;07/06/2021 - 13/06/2021;14/06/2021 - 20/06/2021;21/06/2021 - 27/06/2021;28/06/2021 - 04/07/2021;05/07/2021 - 11/07/2021;12/07/2021 - 18/07/2021;19/07/2021 - 25/07/2021;26/07/2021 - 01/08/2021;02/08/2021 - 08/08/2021;09/08/2021 - 15/08/2021;16/08/2021 - 22/08/2021;23/08/2021 - 29/08/2021;30/08/2021 - 05/09/2021;06/09/2021 - 12/09/2021;13/09/2021 - 19/09/2021;20/09/2021 - 26/09/2021;27/09/2021 - 03/10/2021;04/10/2021 - 10/10/2021;11/10/2021 - 17/10/2021;18/10/2021 - 24/10/2021;25/10/2021 - 31/10/2021;01/11/2021 - 07/11/2021;08/11/2021 - 14/11/2021;15/11/2021 - 21/11/2021;22/11/2021 - 28/11/2021;29/11/2021 - 05/12/2021;06/12/2021 - 12/12/2021;13/12/2021 - 19/12/2021;20/12/2021 - 26/12/2021;27/12/2021 - 02/01/2022;03/01/2022 - 09/01/2022;10/01/2022 - 16/01/2022;17/01/2022 - 23/01/2022;24/01/2022 - 30/01/2022;31/01/2022 - 06/02/2022;07/02/2022 - 13/02/2022;14/02/2022 - 20/02/2022;21/02/2022 - 27/02/2022;28/02/2022 - 06/03/2022;07/03/2022 - 13/03/2022;14/03/2022 - 20/03/2022;21/03/2022 - 27/03/2022;28/03/2022 - 03/04/2022;04/04/2022 - 10/04/2022;11/04/2022 - 17/04/2022;18/04/2022 - 24/04/2022;25/04/2022 - 01/05/2022;02/05/2022 - 08/05/2022;09/05/2022 - 15/05/2022;16/05/2022 - 22/05/2022;23/05/2022 - 29/05/2022;30/05/2022 - 05/06/2022;06/06/2022 - 12/06/2022;13/06/2022 - 19/06/2022;20/06/2022 - 26/06/2022;27/06/2022 - 03/07/2022;04/07/2022 - 10/07/2022;11/07/2022 - 17/07/2022;18/07/2022 - 24/07/2022;25/07/2022 - 31/07/2022;01/08/2022 - 07/08/2022;08/08/2022 - 14/08/2022;15/08/2022 - 21/08/2022;22/08/2022 - 28/08/2022;29/08/2022 - 04/09/2022;05/09/2022 - 11/09/2022;12/09/2022 - 18/09/2022;19/09/2022 - 25/09/2022;26/09/2022 - 02/10/2022;03/10/2022 - 09/10/2022;10/10/2022 - 16/10/2022;17/10/2022 - 23/10/2022;24/10/2022 - 30/10/2022;31/10/2022 - 06/11/2022;07/11/2022 - 13/11/2022;14/11/2022 - 20/11/2022;21/11/2022 - 27/11/2022;28/11/2022 - 04/12/2022;05/12/2022 - 11/12/2022;12/12/2022 - 18/12/2022;19/12/2022 - 25/12/2022;26/12/2022 - 01/01/2023;jenis
Lagesil suspensi 100ml Deskripsi: Lagesil Suspensi digunakan untuk mengobati gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan usus duabelas jari, kepenuhan, dan ketidaknyamanan akibat adanya kelebihan gas pada saluran pencernaan. Komposisi: Tiap ml mengandung simethicone, magnesium hydrozide, dried aluminum hydroxide gel Dosis: anak usia 6-12thn : 1/2 - 1 sendok teh 3-4x sehari Dewasa: 1-2 sendok teh 3-4 kali sehari Indikasi: Digunakan untuk mengobati gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan usus duabelas jari, kepenuhan, dan ketidaknyamanan akibat adanya kelebihan gas pada saluran pencernaan. Perhatian Khusus: Kemasan: BOTOL PLASTIK @ 100 ML;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
LAGESIL SUSPENSI 100ml mengurangi gejala kelebihan asam lambung maag mengurangi gejala kelebihan asam lambung,gastritis,tukak lambung,mual,nyeri lambung,nyeri ulu hati,kembung;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
Lagesil 100ml Deskripsi: Lagesil Suspensi digunakan untuk mengobati gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan usus duabelas jari, kepenuhan, dan ketidaknyamanan akibat adanya kelebihan gas pada saluran pencernaan. Komposisi: Tiap ml mengandung simethicone, magnesium hydrozide, dried aluminum hydroxide gel Dosis: anak usia 6-12thn : 1/2 - 1 sendok teh 3-4x sehari Dewasa: 1-2 sendok teh 3-4 kali sehari Indikasi: Digunakan untuk mengobati gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan usus duabelas jari, kepenuhan, dan ketidaknyamanan akibat adanya kelebihan gas pada saluran pencernaan. Perhatian Khusus: Kemasan: BOTOL PLASTIK @ 100 ML;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
Lagesil tablet (strip) membantu meringankan gejala maag;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
"LAGESIL SUSPENSI 100ML Harap baca deskripsi dan chat admin sebelum membeli produk kami Lagesil Suspensi 100 ml Kemasan: Botol 100mil Harga: Perbotol Deskripsi: LAGESIL SIRUP untuk mengobati gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan tukak usus duabelas jari. Indikasi Umum: Sakit maag, Hiperasiditas lambung, Tukak lambung/Usus halus, akumulasi gas dalam saluran cerna Komposisi: Per 5 mL : Al(OH)3 250 mg, Mg(OH)2 250 mg, Simethicone 50 mg Dosis: Dewasa dan anak gt; 12 tahun : 3-4 kali/hari 1-2 sendok teh/sendok takar 5 cc Aturan Pakai: 1-3 jam sesudah makan dan menjelang tidur malam Notes: Kami menjamin semua prodak kami 100% original dan berkualitas. Barang yang kami kirim sudah dipacking rapi. Tetapi jika anda khawatir barang belanjaan anda rusak Ketika pengiriman, anda dapat menambahkan bublewarp atau kardus di link ini : Kerusakan yang terjadi selama pengiriman bukanlah tanggung jawab kami. Anda dapat menambahkan ASURANSI pengiriman dan mengklaim kepihak ekspedisi Untuk complain mengenai masalah umum barang yang dikirim WAJIB menyertakan UNBOXING VIDEO yang tidak terpotong dan terlihat jelas sender detailnya, atau complain tidak dilayani.";Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
Lagesil Strip 10 Tablet Obat Maag Lambung Deskripsi Tablet obat maag untuk mengatasi hiperasiditas lambung dan juga mengatasi kembung. Komposisi Per tablet Simethicone 50 mg, Mg(OH)2 250 mg, Al(OH)3 250 mg. Indikasi Umum Hiperasiditas lambung, ulkus peptik, kembung. Dosis Dewasa : 3-4 x sehari 1 tablet, anak : 3-4 x sehari 1/2 tablet Penyajian Berikan 1-3 jam sesudah makan dan sebelum tidur malam.;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
"LAGESIL SIRUP 100 ML LAGESIL SIRUP berfungsi untuk mengobati gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan tukak usus duabelas jari. Indikasi Umum Sakit maag, Hiperasiditas lambung, Tukak lambung/Usus halus, akumulasi gas dalam saluran cerna Komposisi Per 5 mL : Al(OH)3 250 mg, Mg(OH)2 250 mg, Simethicone 50 mg Dosis Dewasa dan anak gt; 12 tahun : 3-4 kali/hari 1-2 sendok teh/sendok takar 5 cc";Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
"Lagesil Sirup 100 ml - Obat Asam Lambung & Gerd - Halodoc Deskripsi
LAGESIL SIRUP merupakan obat dengan kandungan Aluminium hidroksida kering, Magnesium Hidroksida, dan Simetikon dalam bentuk sirup. Obat ini digunakan untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari, dengan gejala-gejala seperti mual, nyeri lambung, nyeri ulu hati. Kombinasi Aluminium hidroksida dan Magnesium hidroksida merupakan antasida yang bekerja menetralkan asam lambung dan menginaktifkan pepsin, sehingga rada nyeri ulu hati akibat iritasi oleh asam lambung dan pepsin berkurang. Disamping itu, efek laksatif dan Magnesium hidroksida akan mengurangi efek konstipasi dari Aluminium Hidroksida.
Indikasi Umum
Obat ini digunakan untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari, dengan gejala-gejala seperti mual, nyeri lambung, nyeri ulu hati.
Komposisi
Per 5 mL : Al(OH)3 250 mg, Mg(OH)2 250 mg, Simethicone 50 mg
Dosis
Dewasa : 1-2 sendok takar (5-10 mL) 3-4 kali sehari.
Anak-anak (6 - 12 tahun) : 1/2 - 1 sendok takar (2.5 - 5 mL), sebanyak 3-4 kali sehari.
Aturan Pakai
Dikonsumsi 1 jam sebelum makan atau 2 jam sesudah makan dan menjelang tidur.
Produsen
Lapi Laboratories
Nomor Izin Edar:
BPOM: DBL9513305333A1
Satuan Jual:
Per Botol Aturan Pakai
Obat Bebas (Hijau)";Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
"Lagesil 10 Tablet - Obat Tukak Lambung, Gastritis dan Kembung Aluminum hydroxide dan magnesium hydroxide bereaksi dengan asam lambung untuk membentuk garam yang netral atau kurang asam. Dengan dosis yang adekuat pH lambung akan dapat ditingkatkan sedemikian rupa sehingga aktifitas pepsin menurun dan proses penyembuhan tukak dipercepat. Simethicone mempunyai efek antibusa karena mempengaruhi tegangan permukaan dari gelembung gas. Dengan demikian simethicone dapat mengurangi keluhan lambung yang sering menyertai keluhan hiperasiditas lainnya.
Indikasi :
- Untuk mengurangi keadaan-keadaan yang menyertai hiperasiditas lambung, misalnya tukak lambung atau duodenum, gastritis dll.
- Untuk mengatasi kembung.
Cara Pakai : 1-2 tablet, diminum 1 jam sebelum makan atau 2 jam setelah makan dan menjelang tidur. Tablet harus dikunyah.
Perhatian : Pemberian Lagesil pada penderita gagal ginjal dapat mengakibatkan terjadinya efek toksik akibat aluminum dan/atau magnesium.
Interaksi Obat : Pemberian Lagesil bersama tetrasiklin akan menghambat penyerapan tetrasiklin.
Efek Samping : Penggunaan Lagesil dalam jangka waktu lama terkadang dapat menimbulkan diare atau konstipasi.
Komposisi :
Simethicone 50 mg
Magnesium Hydroxide dan Aluminum Hydroxide 250 mg
Dried Gel 250 mg
Cara Penyimpanan : Simpan pada suhu dibawah 30 C
Kemasan : 1 Amplop, 1 Strip @ 10 tablet kunyah.
Waktu/tanggal kedaluwarsa: Lebih dari 6 bulan. Mohon mengacu pada tanggal EXP yang tertera pada kemasan.
Diproduksi Oleh : PT LAPI LABORATORIES
BPOM No : DBL9513305263A1";Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
LAGESIL TABLET KUNYAH 1 STRIP ISI @10 TABLET Indikasi Umum Hiperasiditas lambung, ulkus peptik, kembung. . Deskripsi - . Kategori Saluran Pencernaan . Komposisi Al(OH)3 250 mg, Mg(OH)2 250 mg, Simethicone 50 mg . Dosis Dewasa : 3-4 x sehari 1 tablet, anak : 3-4 x sehari 1/2 tablet . Aturan Pakai Berikan 1-3 jam sesudah makan dan sebelum tidur malam. . Kontra Indikasi - . Perhatian Insufisiensi ginjal.;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
lagesil tab - box Komposisi : - Simethicone 50 mg - Mg(OH) 250 mg - Al(OH) 250 mg Indikasi : Kegunaan Lagesil tablet adalah untuk untuk mengobati gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan usus dua belas jari (duodenum), kepenuhan, dan ketidaknyamanan akibat adanya kelebihan gas pada saluran pencernaan Lagesil tablet diberikan dengan dosis berikut : 1-2 tablet, dikunyah atau dibiarkan larut perlahan di dalam mulut. Atau sesuai petunjuk dokter Obat digunakan saat perut kosong, yaitu diantara waktu makan dan sebelum tidur.;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
"Lagesil tablet isi 10 tablet - Obat tukak lambung & gas berlebih Pengertian Lagesil Lagesil digunakan untuk menetralisir asam lambung yang berlebihan, mengobati tukak lambung dan menyerap gas berlebih dalam lambung. Jangan gunakan Lagesil selama lebih dari 2 minggu karena pemakaian yang terlalu lama dapat menyebabkan masalah seperti kekurangan vitamin. Lagesil juga sebaiknya tidak dikonsumsi bersamaan dengan obat-obatan lainnya, ini dikarenakan sebagian vitamin dan obat memerlukan lambung yang asam agar dapat diserap secara optimal. Kegunaan Lagesil Lagesil digunakan untuk menetralisir asam lambung dan menyerap gas berlebih dalam tubuh. Dosis amp; Cara Penggunaan Lagesil Dewasa: 1 tablet, di berikan 3-4 kali sehari. Anak: 1 2 tablet, diminum 3-4 kali sehari.";Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
Hufamag Plus Dus isi 10 strip Mengurangi gejala yang berhubungan dengan hipersekresi asam lambung, tukak lambung, gastritis, dan tukak duodenum yang disertai dengan gejala-gejala seperti mual, nyeri ulu hati, nyeri lambung, kembung, dan rasa penuh pada lambung.;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
Hufamag Plus Sirup Indikasi Umum Mengurangi gejala yang berhubungan dengan hipersekresi asam lambung, tukak lambung, gastritis, dan tukak duodenum yang disertai dengan gejala-gejala seperti mual, nyeri ulu hati, nyeri lambung, kembung, dan rasa penuh pada lambung. Deskripsi HUFAMAG PLUS SIRUP merupakan obat yang digunakan untuk mengatasi gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan tukak usus duabelas jari. Kategori Saluran Pencernaan Komposisi Tiap 5 ml (sendok takar) mengandung: Dried Aluminium Hydroxide Gel 300 mg (Setara dengan A(OH)3 229.5 mg), Magnesium Hydroxyde 300 mg, dan Simethicone 25 mg. Dosis Dewasa: 3-4 kali sehari 1-2 sendok takar. anak 6-12th: 3-4 kali sehari 1/2-1 sendok takar Aturan Pakai Diminum 1-2 jam setelah makan dan sebelum tidur malam Kemasan Botol 60 ml Kontra Indikasi HIpersensitif Perhatian Gangguan fungsi ginjal dan diet fosfat Segmentasi Green Manufaktur Gratia Husada Farma;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
hufamag plus box isi 100tablet tablet magg;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
"HUFAMAG PLUS SUSPENSI 60 ML Deskripsi:
Merupakan kombinasi beberapa obat yang digunakan untuk menurunkan tingkat keasaman lambung yang berlebihan, menghilangkan flatulent/kembung dan sebagai terapi tambahan pada ulkus peptikum
Komposisi:
Tiap tablet mengandung aluminium hidroksida gel kering 300 mg, magnesium trisilikat 300 mg, simetikon 25 mg
Dosis:
Dewasa : 1-2 tablet 3-4 kali sehari. Anak 6-12 tahun : 1/2-1 tablet 3-4 kali sehari.
Indikasi:
Digunakan untuk menurunkan tingkat keasaman lambung yang berlebihan, menghilangkan flatulent/kembung dan sebagai terapi tambahan pada ulkus peptikum
Perhatian Khusus:
Tidak dianjurkan digunakan terus menerus lebih dari 2 minggu, kecuali atas petunjuk dokter. Tidak dianjurkan pemberian pada anak dibawah 6 tahun kecuali atas petunjuk dokter.
Kemasan:
Botol 60 mL suspensi
NIE:
DBL9907808433A1
Golongan:
Obat Bebas";Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
HUFAMAG PLUS TABLET PER BOX'S HUFAMAG PLUS TABLET merupakan obat yang digunakan untuk mengatasi gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan tukak usus duabelas jari. READY STOCK KAK SILAHKAN DI ORDER ..;Antasida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Antasida
